index,motor1,motor2,motor3,pitch,yaw
1.1454769119926687,1.1255931293778332,-0.9879093032968217,-0.4017935021359893,1.3643332883937414,0.4211374190166437
0.6665726795513791,0.643875970095315,0.6711023974882073,-0.7561125629628914,0.24539537221170057,-0.8623656684958324
1.1772772921448653,1.3174202909426311,-1.3462135212188824,-0.07310416381681335,1.3501095013236306,0.9106415995394199
1.0833000493070304,0.6212573828249,-0.3839356752378332,-0.6678056343152392,1.041927448137899,-0.1801433066648766
0.8815812199833951,0.9932597064515664,-1.4980138044813343,0.43380196284572686,0.9660672504306421,1.3770195983052145
1.3244133794162227,1.283418973065356,0.39287027078998854,-1.4444153184569894,0.8854657903666815,-1.2593651219906825
0.5464906470363678,0.42982482258779875,-0.5179580549177648,0.49946853130385305,0.18375896157455424,0.636981782081805
-0.5252296273466172,-0.6069074269680851,0.41211156752832073,0.3968549226201098,-0.7170808861991227,-0.08763857963695039
0.9356893294960879,0.8045805430718057,-1.0342648788604276,0.9144902786614808,0.40659829233962164,1.1149228717260904
-0.7316947820661027,-0.9795902665321107,-0.6944057840903133,1.2085708784430047,-0.8593187569002294,1.099505417221436
0.6024972867074008,-0.01604300190467351,-0.006754781975944725,0.06893821788338467,0.036779828516743794,0.04340978365261173
-1.1764254716572706,-1.3774962579613308,0.787865822139628,0.7716524684502909,-1.76489986703061,-0.07607548875845963
1.2024328167428715,0.6212231122381268,-0.689325935568702,0.249524221584927,0.435045866479843,0.6331274184556414
-0.9732827447148802,-0.42216987064706435,0.42554784518013816,-0.3563035680292354,-0.13390561632458445,-0.5424534875242543
1.4136442968582075,1.2603499723687805,-0.5698163646455789,-1.1248387472324672,1.6203614556557335,-0.365152760720729
1.4459193095499892,1.6122158783670457,-0.8982314430134586,-0.9090779829777278,1.7388930145733226,0.012574874643302996
-0.912529779647997,-0.6529915745820278,0.6774039156439982,-0.06178476437028773,-0.5890668025681264,-0.37671585159921983
-1.5903050461754118,-1.8184656895703217,1.9480917386927101,-0.013193470944833533,-1.9735154107255666,-0.6349582145521804
0.1278647471223764,0.16574840998740392,-0.1358824430711372,-0.14826913959900953,0.35918566877258606,-0.010551307113678556
0.7529558017558535,0.12680135685891716,-0.1395244804079062,-0.16969741329148075,0.36392693112928964,-0.01826003436600574
0.011579774924045428,0.29179318024075246,0.827538760388058,-0.8115750180900732,0.23117158514158984,-0.9625791227760857
0.4881108446674099,0.5588947064936123,-0.5931899328174731,-0.02652611015314921,0.6578851972449105,0.3941568736334986
-0.006930894119770522,0.29191753351275845,1.4786677921643119,-1.782951233214247,0.6863327713851318,-1.8182478477844033
-0.6923002812805457,-1.1089421484090924,-1.0303597126793727,2.2028669258258,-0.8593187569002294,1.465669961706977
0.45820899467355336,0.5498913337684412,-0.3364858178138717,-0.34923557888517714,0.7527104443789817,-0.006696943487514963
-0.8821532971145555,-0.7624763077266796,0.728724481900357,0.25971428324759177,-0.8498362321868222,-0.11847348864625912
-0.7592234693620341,-1.1151989783942837,-0.37582462419654283,1.4680323310437047,-1.1390532359457397,0.825845599763821
-0.43172701704836736,-0.7608900691388842,-0.5619799282314593,1.3283639526775415,-0.6649270002753835,0.9106415995394199
-0.9092073518709018,-1.0777950808302164,1.1844594635534629,-0.06459197543302608,-1.1627595477292574,-0.5039098512626184
