motor1,motor2,motor3,pitch,yaw
-0.34141196762257164,1.120359552425984,-0.7640337772417093,-0.05213859228435186,-1.0108551380511637
0.3826207003283969,-0.3954391043128898,0.08079443099316673,0.34409705225113396,0.3263595065826927
0.6978649230531173,0.2672405905300272,-0.9960480000701372,0.6695592870417331,-0.9097673456333599
-0.6875376467889502,1.3063402468714533,-0.5853903348671143,-0.522162856307455,-0.9016715889533341
-1.0347044744055853,2.1068855851279173,-1.029295123644634,-0.7851553603852345,-1.420714828246574
1.7200807711064647,0.039933044549153765,-1.8234009315133575,1.501506435323091,-1.3147887950512784
-0.3194928752142724,0.4893136269800707,-0.48968327101362186,-0.08080494563769616,-0.653794715329615
-1.0345549811125894,1.7951739503128783,-0.7125276982768222,-0.8660663856959575,-1.1290645388521299
-0.33948012848791287,0.1811303081660981,0.17497344757247602,-0.27402015485938835,-0.028231579352148317
0.004278343673322015,0.0015555655309712091,-0.006578757773924187,0.09215952708073341,-0.003979242458477372
-0.5071426434207081,0.09796768814048906,0.5263850107113652,-0.5174509326266852,0.1718881898173558
0.3515232019665367,0.7587651772356276,-1.1247476809435561,0.44511105614533847,-1.257758250218764
-1.6601603004817642,0.5902999434073855,1.211320106003044,-2.038397738367357,-0.03227137940205471
1.3877378913179401,-0.09755772159524184,-1.3543579507713681,1.2905663335388062,-0.892728703472916
0.694793077000252,0.2611878688570579,-0.9906806836222247,0.6726461369879934,-0.904440040806159
-1.3812733288502357,2.2877811458458037,-0.8478747879716375,-1.222053405002087,-1.3631201130995716
-0.2689453349607014,0.33279694397898846,-0.33399279204780286,-0.029546116628170548,-0.47494355568622115
1.0394474528216906,-0.8536005725720717,-0.2340236253586342,1.0656964262973627,0.44846176988648695
-1.0320377069531013,1.169399815288906,-0.08814198019803582,-1.1033835149178106,-0.4974295853646423
-1.383597708438117,0.7262213303342079,0.7195781644334779,-1.759768706336537,-0.07677991957250017
1.0439949423473571,1.0203266985725916,-1.830950452676704,0.7984347455319614,-1.8137061753702781
-1.3774829505181276,-0.22040910409605452,1.6592163639136563,-1.4883816560567773,0.7124428240042392
0.6954151619936894,0.2679206262705805,-0.9951408479944308,0.6748480197141694,-0.9084355194265588
-0.3409311779028379,-0.7593187628153488,1.112778191912981,-0.0327767737476965,0.965810751578943
1.0434403704539832,-0.22866992401561312,-0.8622430689040148,1.047056277458041,-0.45227194366750473
-1.5536342733109854,1.767069505872045,-0.3530984227088481,-1.6180069662361716,-0.9348432314535985
-0.6875906927961423,1.300710277387345,-0.5838330571371585,-0.5274252506697712,-0.9029924985518815
-0.34103485873507733,1.435874947985666,-1.0760184952770688,0.042577394893554305,-1.3121033094211725
-1.6296443792533029,0.2778674101700574,1.501044320047414,-1.9451395766546868,0.2548179510645086
1.738931393116899,0.3494568106674468,-2.1674585151585504,1.4011529962467388,-1.8073286928291863
1.44913141109663,-1.3829791368950162,-0.27846853336092803,1.5642321744102978,0.79512084826509
-1.3745220188439402,1.9806905254101956,-0.5429708958605142,-1.3325439328780768,-1.0964944014665778
0.5903792453885867,0.6078456726777521,-0.6168433132252223,0.25153790928909286,-0.6822870628685453
1.0448436784624342,-1.4806258119258418,0.3888078388304485,0.9812966284279223,1.3584091008055608
