M1,M2,M3,Inclination,Orientation
-164.80672610702,-59.7858540907209,224.358240459533,-31.6212370456387,27.5446595220168
-164.80672610702,-59.5452118167659,223.678712514507,-31.6040483117848,27.3982688053608
-164.492172277493,-60.0219127023148,223.828827456832,-31.5045828385501,27.4318441321555
-164.937933442105,-60.2281775085619,224.856713741296,-31.521771572404,27.508276702026
-165.076589228527,-59.9078941010837,225.178143064365,-31.6189452144582,27.5493004801573
-164.602753131954,-59.8397121234632,224.9151554364,-31.5433720812804,27.4198693142373
-163.774256160195,-60.0396743939638,223.837994781554,-31.3613433897674,27.4011335943365
-163.837281517659,-60.4006378048962,223.562402082096,-31.2547159440935,27.4277188360306
-164.317420149979,-60.5685144388696,224.219584673111,-31.3768132502359,27.5373256622391
-164.32544155911,-60.5347099289569,224.934063043639,-31.4311296492143,27.5400758596557
-164.208558168904,-60.6252372605875,224.971878258118,-31.3859232791785,27.4771077979708
-164.157564925137,-60.2213020150203,224.817752611228,-31.4381197343149,27.5116571530172
-164.737398213809,-59.6535008400457,224.518668642169,-31.5318556295983,27.3251593907021
-165.021585280194,-59.860911561883,223.902739012404,-31.5975165929203,27.3961488615189
-164.283615640066,-60.5450231692692,223.989828597264,-31.4076956753935,27.5043805890191
-164.097977314443,-60.4218372433161,224.418973985817,-31.370682601828,27.4441054289713
-164.686977927838,-60.1319205989799,224.984483329611,-31.5161565860117,27.4129938206957
-164.787818499781,-60.6647713484516,225.212520532073,-31.5054422752428,27.4561948384486
-164.504204391191,-60.6366964164902,224.799417961783,-31.4580586655855,27.5361224508693
-164.151835347186,-60.4304316102431,224.407514829914,-31.3682188833089,27.4424438513654
-164.149543516005,-59.9772219942946,224.244221858302,-31.3814542083765,27.3919089738349
-164.578115946763,-59.7612169055302,224.481426385486,-31.4808050900521,27.2607016387499
-164.708177366258,-59.9840974878362,224.490593710208,-31.4816072309653,27.3226956721831
-164.856000477401,-60.2975054017727,224.876767264126,-31.4350257622212,27.4258280753066
-164.566083833065,-59.9210721303718,224.643000483713,-31.4864200764444,27.377298550059
-164.384456212009,-60.1577036997608,224.731235984163,-31.4213893666971,27.2949645148987
-0.0358280249577821,-0.0235121252641065,0.0179140411267808,0.0661823549155617,0
-0.883386328532703,-0.892341658870598,0.784860506082007,0.063426427920982,0.208212862750541
-2.84384736824208,-2.85168543087947,2.68038250929126,0.0765357022735753,0.804776519040754
-5.93847836341293,-5.91160664282129,5.71009165669583,0.0598339825455118,1.78883153217794
-10.1012459281564,-10.0609669951587,9.80565700164842,0.0663714309879548,3.14232973161549
-15.376926714162,-15.3187142021767,15.0030144570596,0.0627216898329715,4.87346441382376
-21.7364144654371,-21.7655207214297,21.2997633297679,0.0513312888657707,6.95613735123454
-29.2882846841589,-29.2300721721736,28.7945096563151,-1.01140228869878,9.40666638185317
-37.8265590429779,-37.7929837161833,37.3092927455338,-2.71840398857614,12.2405500140379
-47.4620475794725,-47.4665166502745,46.9134404906347,-4.85158315562771,15.4347782627364
-58.2085012807257,-57.373128815425,57.6372623589803,-7.18592780454971,18.8690471797049
-70.0406527079724,-66.0969842040869,69.4401929386753,-9.99863491662643,22.2153498863869
-83.1556566385169,-73.6972693564973,82.5334244730048,-12.9118961217486,25.4485507243102
-96.0156943502282,-80.282846253731,96.2431585948952,-15.7737630126476,28.2011545636777
-107.827792254645,-85.7803762980112,109.994145678035,-18.0237109783468,30.0838938784775
-118.516892880606,-90.2127778011432,123.742267972199,-20.1309924530585,31.8977636663027
-128.243997368542,-93.4763454022084,137.665715351673,-22.0204926698409,33.1764335776962
-136.738669639151,-95.6610334750422,151.413837645837,-23.6128569740685,34.2568027961948
-144.114928293666,-96.7387670876833,165.165970644567,-25.0573981671523,34.9950016194414
-150.379075867831,-96.8184082212065,178.861380821579,-26.2678288051457,35.4008849215121
-155.515069543384,-96.4425479076007,191.709959377388,-27.2593322696196,35.6823790862598
-159.596820875896,-95.7435393975411,203.63091926288,-28.0207358835689,35.7511340216755
-162.551564225385,-95.0920863844773,214.267307771689,-28.5429869138307,35.7761722773228
-164.363256773589,-95.0559900433841,223.829973372422,-28.8236789376652,35.8246445067908
-165.098934582537,-95.4381528927364,232.279954935011,-28.8888242389716,35.9423300379107
-164.743127791761,-95.7360909462044,239.720957820375,-28.8337629948596,35.9378036713292
-164.273875357549,-96.0626768894289,245.998856381624,-28.6568909235027,35.9436478408395
-164.548895099211,-95.5699331856164,251.195010625665,-28.7097749279932,35.9376317839906
-164.252675919129,-95.2960593595439,255.283637451719,-28.6306494564857,35.7907827010986
-163.977083219671,-95.8770385638066,258.326616301659,-28.465866794606,35.8252747603655
-164.535717069923,-95.8300560246058,260.195604629375,-28.6222269768973,35.9165469371298
-164.971164994223,-95.4920109254787,260.988005260041,-28.6828459116221,35.8696789894881
-165.112112611825,-94.8078993180924,260.734184956798,-28.7823113848568,35.696130073343
-164.415968890741,-95.1436525860391,260.307331399426,-28.5957563267622,35.7033493415616
-163.804622923336,-96.0271535061308,259.728644026344,-28.3916687601366,35.7752555448505
-164.123760415224,-96.7244431428051,259.478834427667,-28.3729903360153,36.0111995648854
-164.516809462684,-96.5422425639535,260.252327451093,-28.4827117537829,36.0041521840053
-164.752868074278,-96.1188267533518,261.021809769954,-28.5401794206345,35.9578571941587
-164.405655650429,-95.4312773991948,260.672305514924,-28.5805156494117,35.7692394880017
-164.076777876024,-95.2261585085379,259.714893039261,-28.4543503429239,35.6661070848781
-163.961613359202,-95.5945703708071,259.16657242932,-28.399976648166,35.6964738480201
-164.154127178366,-95.7143185499894,259.224441166629,-28.435156256787,35.7445450070315
-164.235487185275,-95.3161128823735,259.655878386362,-28.4844306271683,35.6643309157132
-164.600461300773,-94.9832244034025,260.08330490153,-28.5680251694779,35.6168327144969
-164.407947481609,-95.2496497781383,260.082158985939,-28.5310120959124,35.6108739534275
-164.4560759364,-95.5934244552168,260.310769146197,-28.4588194137259,35.6616953098556
-164.832509207801,-96.1400261917716,260.923261029192,-28.4643771043387,35.8368485078271
-164.912150341324,-96.3325400109356,260.935293142889,-28.4682159215661,35.8960923438436
-164.496755939854,-95.4639359935173,260.242587168576,-28.5373146316589,35.8162793229819
-164.045265197291,-95.0777624395991,259.649002892821,-28.4281661716864,35.4820730410821
-164.105998723575,-95.6942650271598,259.926887423459,-28.3931011546244,35.5873253880476
-163.917495608977,-96.5766200316613,260.604123537304,-28.2963285830268,35.8244153236728
-164.403363819248,-96.6975141264339,261.032695968061,-28.3874288724526,35.8363328458115
-164.499047771035,-96.0638228050192,260.485521273712,-28.5308975043534,35.8297438311675
-163.836135602069,-95.971003642208,259.867299812765,-28.3005111749313,35.6835822976296
-163.892858423787,-96.1119512598102,260.078721239169,-28.3265807546097,35.6747587475846
-164.653173417925,-96.1297129514593,260.219095898976,-28.4014663384333,35.7597283886025
-164.932203864154,-96.2431585948952,260.701526362476,-28.4913634164894,35.7934183069562
-164.407947481609,-95.9062594113582,260.437392818921,-28.4663251608422,35.7539988106512
-164.082507453975,-95.6553038970909,260.008247430368,-28.3499001368716,35.6266302927936
-164.354089448867,-95.4289855680143,259.677077824782,-28.4194572132005,35.5697928795166
-165.033044436097,-95.3206965447345,259.843808543165,-28.5243084897094,35.6484599847881
-164.901837101012,-95.5074807859472,259.989339823128,-28.5686554230525,35.5868670218115
-0.144431773954373,0.141073095359316,-0.11308238819379,0.0934551459637884,-0.00435447924299384
-1.28085288059291,1.23942803200495,-1.18792485580064,0.0609226023562598,-0.275592699457925
-3.49658953634487,3.4921147359649,-3.33760520735197,0.0796755109908918,-0.922347458601599
-6.8431787219245,6.83641781994196,-6.61697498440685,0.043917214996777,-1.92995103711866
-11.3351105399706,11.2500263073937,-11.0439906842647,0.0212051679977917,-3.30946152045515
-16.866044023707,16.7865747775224,-16.4954549218164,-0.0245225936315999,-5.03274668087012
-23.5244438567018,23.5020412069122,-23.0821777346403,-0.147187127991157,-7.2040848370774
-31.2174335803644,31.2241371865674,-30.747149822121,-1.53807082356099,-9.74217327794793
-40.1330006472771,40.0758767551025,-39.6403715350236,-3.40729406397374,-12.5327642191326
-50.048379066693,50.0036310628933,-49.5244091630459,-5.54173373817459,-15.6674163162933
-61.0509449023697,61.0509449023697,-60.4550687954337,-7.94162475885956,-19.2650756076993
-72.2608641641043,73.3431814391064,-71.0221294110315,-10.5301334857016,-22.9258748481287
-82.5053495410434,86.5962681982775,-80.6455285380488,-12.5468303330031,-26.20754791552
-91.5139649538853,100.342098661261,-89.0829050291453,-14.0551990244645,-28.6531609682564
-99.4293768936177,114.265546040735,-96.4064515665074,-15.3758094464615,-30.9381739510176
-106.207467610015,128.007938756948,-102.660858858156,-16.4827639066543,-32.8081363069861
-111.875166119449,141.760071755678,-107.766485770566,-17.414393281537,-34.2541671903372
-116.502946230721,155.505902218662,-111.8574044278,-18.1096775659282,-35.5590785687477
-119.95673581977,168.605436288738,-114.765165238089,-18.6616651057573,-36.4613152087402
-122.333937711767,180.734379853862,-116.596911309123,-19.0004550500181,-37.0723174014677
-123.600174439007,191.63089120166,-117.287325452255,-19.2281484778031,-37.347165255792
-123.782375017858,201.412999637929,-116.940685986201,-19.2584579451655,-37.3307213670717
-123.343489346788,210.100185727702,-116.002181117777,-19.2192676319786,-37.0265380736368
-122.968774948772,217.702189753498,-116.026818302967,-19.0189615868008,-36.9441467426969
-122.765947889296,224.28203707278,-116.689730471934,-18.9047138024518,-37.1439371258591
-123.239211028074,229.674715840552,-117.055850503022,-18.8999582527522,-37.1768249032996
-123.805866287459,233.962731979311,-116.54305327638,-19.1121245242891,-37.2621956147741
-123.545170490674,237.141501826696,-116.19240310576,-19.0362649122138,-37.0755832609
-122.807200850546,239.232797778924,-116.369447064456,-18.914454084969,-37.0574204987943
-122.905749591308,240.225733637886,-116.54419919197,-18.8261612887393,-37.0588528932821
-123.389325970398,240.386734778317,-116.690876387524,-18.9214441700696,-37.139238871939
-123.709609377877,240.094526302801,-116.286368184162,-19.0269257001532,-37.2317142600731
-123.162434683527,239.345670464565,-115.766122506183,-18.9485450737793,-36.8859915264912
-122.977369315699,239.554227101992,-116.282357479596,-18.8438083888294,-37.0554724422909
-123.432870762828,239.511255267357,-116.592327646761,-18.9249392126199,-37.0794793739068
-123.588715283104,239.252851301754,-116.383771009334,-18.9914596126346,-37.183012847487
-123.447767665502,239.526152170031,-116.087551829251,-18.9589156098711,-37.0288872005968
-123.035811010803,239.943838402681,-116.309859453762,-18.8601949817701,-37.0491126107649
-122.845589022819,240.237192793788,-116.875368797556,-18.7174138992235,-37.1954460316413
-123.413963155589,239.910033892769,-116.574565955112,-18.8613408973604,-37.1625009584213
-123.775499524317,239.559383722148,-116.003327033367,-18.982234992133,-37.1344833222394
-123.681534445915,239.618971332842,-115.66413601865,-18.9990799513098,-37.0023019589027
-123.185925953127,239.378329058887,-115.593662209848,-18.9076931829864,-36.9635700119519
-123.391617801579,239.494639491299,-115.837742230574,-18.8909055195891,-36.9571528846464
-123.595590776646,240.093953345006,-116.773382310023,-18.8966923933199,-37.2122909908182
-123.398493295121,239.676267112355,-116.95959359344,-18.912563324245,-37.2822491376036
-123.093679748111,238.932567894275,-116.053747319339,-18.8905044491325,-37.1002777418701
-123.204833560366,238.973820855525,-115.489383891135,-18.8961194355248,-36.8973360908348
-122.775688171813,239.628138657564,-116.035985627689,-18.8513714317251,-36.9536578420961
-122.862204798878,240.228025469066,-116.900005982747,-18.7067568842341,-37.1655376347355
-123.348073009149,239.703769086521,-116.848439781185,-18.8393966138068,-37.2165881742816
-123.783520933448,239.08382875219,-116.172349582931,-18.9378307630103,-37.2163589911636
-123.578975000587,239.153156645401,-115.746641941148,-18.9668224274439,-37.0555870338499
-122.780271834174,239.17206425264,-115.558711784345,-18.8319481624701,-36.9432873060042
-122.743602535286,239.634441193311,-115.960928156527,-18.7578647195597,-36.9551475323635
-123.28447469389,240.244641245125,-116.457682564906,-18.8526319388744,-37.121820954967
-123.718776702599,240.020041789434,-116.47487129876,-18.9720936391591,-37.2532001773905
-123.161288767936,239.600063725603,-116.269752408103,-18.929866649658,-37.119701011125
-122.908041422489,239.645900349213,-116.661655539972,-18.8074828646181,-37.1078407847658
-123.154413274395,239.227068200973,-116.610089338411,-18.8944578579189,-37.2093116102835
-123.33145723309,238.890169017436,-115.972960270225,-18.921157691172,-37.0534670900079
-123.639135569075,239.43447892281,-115.846336597501,-18.9723228222772,-37.1166643348108
-123.502771613834,239.93925474032,-116.210164797409,-18.9382318334669,-37.1409004495449
-0.324691744753867,0.309016765394678,-0.268710330422815,0.0648473632529059,-0.0547174694349943
-1.73766067149481,1.69511282562839,-1.62905652142776,0.00279603404023771,-0.49297288693056
-4.23890219656047,4.22322607128569,-4.06535900999329,-0.0164095112525471,-1.2972337439557
-7.82843694643146,7.8272910308412,-7.58659146110674,-0.0710353074403194,-2.48577739417508
-12.5991700275883,12.5274930074174,-12.2845589022819,-0.130938044921247,-4.02732034197456
-18.4380110304279,18.3349932188634,-18.057337871343,-0.167383890269519,-5.92329498184197
-25.3561899277351,25.237473072584,-24.9072201994706,-0.308079406441844,-8.18567613169553
-33.3099900397412,33.3357158447425,-32.9382550222603,-1.67884655382463,-10.8715876837098
-42.5043583697645,42.4539953795725,-41.9568399007375,-3.63051269137875,-13.7709833101898
-52.6974494324804,52.6671972608975,-50.7033844180866,-5.96084663573484,-16.8357918521241
-63.9409440210096,64.1231445998612,-58.3551784762792,-8.57817513967195,-19.9460359472123
-74.8460497357346,76.5700797412832,-64.9247125552492,-11.429442311361,-22.4322717076235
-84.6894646560821,90.0471929983504,-70.3918758363875,-13.2426818456115,-24.30716150063
-93.5279116037702,103.794742334719,-74.8053697322803,-14.9298133691537,-25.9533838375999
-101.184919577899,117.545156460064,-78.0448731059499,-16.474679472165,-27.2860836690742
-107.683406890272,130.960390275257,-80.2444580814572,-17.705507407665,-28.2188016637677
-113.0812422782,143.123138350294,-81.3519854994451,-18.8958845228288,-28.9528751908893
-117.43858631017,154.189245205451,-81.3766226846357,-19.8079760368975,-29.2745909928553
-120.632826018024,164.157564925137,-80.7652767172311,-20.5458883812465,-29.3726813673817
-122.736727041744,173.076225964143,-80.3298287929317,-21.0026503355248,-29.4393163589554
-123.758883748258,180.976168043407,-80.4025944329133,-21.1695529412464,-29.5061232378676
-123.646011062617,187.664877343764,-80.9010677146771,-21.0924328220218,-29.6051876406457
-123.098263410472,193.266685706758,-80.7349099540892,-20.9665539944316,-29.5883999772484
-123.008881994432,197.759247778379,-80.4404096473919,-20.8919548895056,-29.4119289763481
-123.140089329517,201.182097646491,-80.5750547292477,-20.8386125187789,-29.4970705047046
-123.35036484033,203.466480375677,-80.4954135957245,-20.8843345508303,-29.5652524823251
-123.344635262378,204.662243294115,-80.4564524656556,-20.8471495899263,-29.4370245277748
-122.984244809241,204.739019638663,-80.9612282831659,-20.7490592153999,-29.6694162094799
-122.717819434505,204.009071407666,-80.9062243348333,-20.6262170641239,-29.5215930983362
-122.91491691603,203.391422904515,-80.5481257128765,-20.7381157215129,-29.538552649072
-122.882258321708,203.153645419536,-80.4226479557429,-20.6914196612098,-29.4525516840229
-123.133213835975,203.845778436054,-80.9658119455269,-20.6882683933365,-29.5523609319347
-123.579547958382,204.300133967593,-81.1537421023298,-20.7946093601128,-29.7105545791703
-123.384169350242,204.224503538636,-80.7452231944015,-20.7815459223838,-29.634924150213
-123.570953591455,203.850362098415,-80.3710817541811,-20.7515802296985,-29.5293853243499
-123.734246563067,204.218773960684,-80.3160778058485,-20.8588952247265,-29.5740187365906
-123.114306228736,204.445665247556,-81.1703578783886,-20.6067364990894,-29.6303977836315
-122.98195297806,204.272631993427,-81.4155838147046,-20.5918968921955,-29.7743247817684
-123.187071868717,203.958651121695,-80.953206874034,-20.6255295147697,-29.6778386890683
-123.505063445015,203.683631380032,-80.3722276697714,-20.7604037797435,-29.5511577205649
-123.83394121942,204.189553113133,-80.3991566861425,-20.8445712798482,-29.5838736106669
-123.144100034082,203.950056754768,-80.4868192287975,-20.7551898638078,-29.5553976082489
-122.723549012456,204.195282691084,-80.8042378473,-20.5268088866687,-29.5627887638061
-123.39505554835,204.63932498231,-80.8311668636712,-20.6461559953944,-29.6138965991317
-123.828211641469,204.336230308686,-80.777881788724,-20.8035475017169,-29.7534118222461
-123.35036484033,203.535808268888,-80.5882327585357,-20.7172027619907,-29.623866064767
-122.765947889296,203.154791335126,-80.3934271081912,-20.5869694551574,-29.5479491569122
-123.173320881634,203.770720964892,-80.6690198076491,-20.5460029728056,-29.5729874125594
-123.220303420835,204.236535652333,-80.7194400936206,-20.6846014634477,-29.6844849994918
-123.536003165952,204.277788613583,-80.8248643279247,-20.6538336298492,-29.6199126559806
-123.289631314046,204.455978487868,-81.2826576062342,-20.7080927330481,-29.8103638270821
-122.966483117592,204.149446067473,-81.2207781643601,-20.5319655068249,-29.7317540175901
-123.303382301129,203.869269705654,-80.9778440592246,-20.6647771237362,-29.6988662401496
-123.033519179622,203.823433082044,-80.5796383916087,-20.6737725611197,-29.6903291690022
-123.214573842884,203.923127738397,-80.5389583881544,-20.5725882144996,-29.5571164816343
-123.578975000587,203.804525474805,-80.7314722073184,-20.7391470455442,-29.737770074439
-123.227178914376,204.018238732388,-81.1113432254901,-20.6521147564638,-29.7340458487707
-122.901165928947,204.479469757469,-81.1875466122425,-20.5903499061487,-29.7565057943398
-123.358386249461,204.294977347437,-81.0351398387377,-20.6050749214835,-29.7566203858988
-123.718776702599,203.871561536835,-80.5120293717833,-20.8356331382442,-29.7247639324895
-123.120608764482,203.901928299977,-80.7240237559817,-20.6742309273558,-29.6723382942351
-122.727559717022,204.408995948668,-80.9726874390685,-20.5737341300899,-29.6699318714955
0,0,0,0.0635238307461538,0
-0.57325000360634,0.550855948183652,-0.499353344937137,0.0466731419913568,-0.110065192444631
-2.25828450161838,2.25156943625945,-2.13064669359709,0.0225172413486408,-0.631342194454654
-5.03719856293829,5.02376270264247,-4.82670532816313,-0.0168621479107008,-1.50498824047013
-8.97154504349697,8.89992531910562,-8.7185268811672,-0.0449027024044033,-2.75902096667297
-13.9684245663919,13.8800171786032,-13.6381716932785,-0.109068245881104,-4.35986504626849
-20.0491110545563,19.9461505387713,-19.6561765986556,-0.165229568959827,-6.35513327203207
-27.23715307337,27.1229625848005,-26.4198287786159,-0.475841448856149,-8.67286214489527
-35.4776039702801,35.4059269501092,-32.3292008860362,-2.15884767627343,-11.0906867445678
-44.8219726510687,44.7749328160884,-37.1715536915844,-4.4886659586139,-13.4572316215762
-55.2871040749127,55.4002059436715,-40.9536480972429,-7.39241606433691,-15.666155809144
-66.6200946710413,66.9873606177202,-43.5960148568273,-10.3560975554306,-17.2178401099173
-77.4111817845353,79.6657707083751,-45.1791545405532,-13.0730061241615,-18.4588666941707
-86.9984845704593,92.9801639516251,-45.6560846092201,-15.4561667772286,-19.3465502061669
-95.4685196558783,105.303913167094,-45.5822303494278,-17.273302424486,-19.8368301914603
-102.844205352597,116.684000893982,-45.1769200051522,-19.134613117748,-20.3158802039692
-109.068245881104,126.861450208891,-45.2396015879395,-20.4890853454373,-20.6613737544331
-114.220855332715,135.947414924076,-45.1713050187599,-21.6738474742088,-21.1179638213729
-118.299741876251,143.918976727731,-45.0089860753994,-22.5667449021407,-21.3582050248712
-121.254485225741,150.81108604536,-45.0828403351917,-23.2171665911732,-21.512846333777
-123.06675073174,156.603116396337,-45.1656900323677,-23.6486611066862,-21.7092562659479
-123.803574456278,161.341477362069,-44.8286762572717,-23.8402581933779,-21.6926404898891
-123.456934990224,164.914442172505,-45.0201587524044,-23.7492724955112,-21.6993440960921
-122.966483117592,167.382744353928,-45.2474511097328,-23.5090885877923,-21.6918956447554
-123.224887083196,168.74867573752,-45.2104953319469,-23.5079999679816,-21.7314870283989
-122.898874097766,169.038019424061,-44.6909944991018,-23.5505134363803,-21.6396418938395
-122.820951837629,168.355626690061,-44.6596537077081,-23.3677971955131,-21.5424682517853
-123.589861198694,168.104098217998,-44.6316360715262,-23.5809374953017,-21.6144317508537
-123.689555855047,168.341302745182,-45.2373670525385,-23.5500550701442,-21.7555512557944
-123.33145723309,168.497147265458,-45.5721462922335,-23.4788937119889,-21.8589701378156
-123.43860034078,168.7274762991,-45.2844068875188,-23.4495582728782,-21.7878660754398
-123.390471885989,168.466780502316,-44.9608003248289,-23.4631946684023,-21.762312157777
-123.208271307137,168.26395344284,-45.1287342545817,-23.4079042411722,-21.718652773788
-123.568661760274,168.330416547075,-45.0257737387967,-23.4446308358401,-21.7419721560498
-123.565224013504,168.391723031154,-44.6618882431091,-23.5262773216462,-21.7857461315978
-122.97966114688,167.992944405743,-44.795100930477,-23.3443632216922,-21.5970138338817
-123.074772140872,168.493709518687,-45.521726006262,-23.3077512185833,-21.7813916523548
-122.713235772144,168.497147265458,-45.8139917775582,-23.2173384785117,-21.9107082267159
-123.039248757574,168.351615985495,-45.5251064572532,-23.2066814635223,-21.8547875459111
-123.3538025871,168.774458838301,-45.1287342545817,-23.3954710570179,-21.8228165009428
-123.083939465594,168.425527541067,-45.173539554161,-23.3100430497639,-21.7731983558845
-123.281036947119,168.353907816675,-45.223902544353,-23.3340499813799,-21.8175452892276
-122.942991847992,168.077169201627,-45.2418361233405,-23.3292371359008,-21.8021327245386
-123.132067920385,168.7039850295,-45.6706377372165,-23.2389389873881,-21.8567356024145
-123.515949643122,168.829462786634,-45.3034290863171,-23.4566056537583,-21.9225111572956
-123.578975000587,168.504595716795,-45.2866414229198,-23.3864183238548,-21.8263115434931
-123.221449336425,167.7626153721,-44.7603796880921,-23.4476675121543,-21.806200724884
-123.101701157243,168.032478493607,-44.8466098362593,-23.2737175255526,-21.6692638118477
-123.499333867064,168.881028988196,-45.3280662715077,-23.3891112254919,-21.8834927314471
-123.366980616388,168.788209825384,-45.4769780024622,-23.3717506042995,-21.9477213002813
-123.258691593109,168.28629879685,-45.1063889005716,-23.3511241236748,-21.7796154831899
-123.597882607826,168.318957391172,-45.2026458101536,-23.4611320203399,-21.8806279424715
-123.174466797224,168.400890355876,-45.3280662715077,-23.3771937033532,-21.8487141932827
-122.718965350095,168.389431199973,-45.2955795645238,-23.2192865350152,-21.8392030938835
-123.007736078841,168.428392330042,-44.9104373346369,-23.288614428226,-21.771021116263
-123.349218924739,168.600852626377,-45.2048803455546,-23.3912311693339,-21.8731221953553
-123.432870762828,168.844932647102,-45.5531240934351,-23.3651042938759,-21.9358037781426
-123.393909632759,168.466780502316,-45.1623668771559,-23.3990806911272,-21.9586647941683
-123.268431875626,168.20150104317,-44.8891806004375,-23.3794282387542,-21.7828813426222
-122.911479169259,168.076023286037,-44.9429240416208,-23.3455091372825,-21.8462504747637
-123.078209887642,168.497147265458,-45.5094074136666,-23.2239847889352,-21.8280304168785
-123.293069060816,168.59225825945,-45.3683452045054,-23.4219417071529,-22.0519423232156
-123.267285960036,168.321249222353,-45.0638181363934,-23.3299819810344,-21.777839314025
-0.034708408130317,0.0324691744753867,-0.0212728916091762,0.0517266297444105,-0.0034377467707852
-0.883386328532703,0.87890579857478,-0.805011431736758,0.0509359479871294,-0.179221198316923
-2.84384736824208,2.84161283284107,-2.68822057192865,0.00678382029434842,-0.760028515241039
-5.93738974360218,5.8814117670179,-5.63395702487885,-0.0546659032334326,-1.69205896058035
-10.0452679515721,10.0464138671624,-8.02885758316823,-0.137916670865941,-2.82244739459395
-15.374692178761,15.2851388753821,-9.47425821294475,-0.736749240024872,-3.96085723773938
-21.7397949164283,21.7285649436438,-10.1225599581353,-1.64185639857098,-5.12086758976125
-29.1864127881846,29.1864127881846,-9.75867446244769,-2.84787526154185,-6.24512537536695
-37.7179262450211,37.7627315446003,-9.41381116555845,-4.74608443681027,-7.09482178554596
-47.4598130440715,47.4161536600825,-9.84375869502462,-7.12764080805105,-7.84631322963955
-58.2113660697014,58.1993339560036,-9.7508249406544,-10.0576896765706,-8.73623127703674
-69.5175422410179,70.0939377829195,-9.53247072493004,-13.1728039129173,-9.4735706635906
-79.8920890374517,81.3273483142544,-9.60076729410964,-15.9982879838255,-10.2450010389547
-89.3258391342807,91.4623987523236,-9.32872693298152,-18.4649285876432,-10.8319963000663
-97.5139789844953,100.505391632873,-9.26604535019421,-20.3970568643834,-11.2464739690639
-104.603185783649,108.553156823281,-9.6702097788795,-21.9690811668838,-11.8029878754745
-110.566530515371,115.38166782565,-9.77655074565578,-23.3520866927706,-12.1916824436912
-115.468184452715,121.112391692549,-9.89526760080688,-24.446837151927,-12.4850941305777
-119.232517166724,125.740744761615,-9.84152415962361,-25.2574005446986,-12.7736356762056
-121.860101615194,129.311417740871,-9.35783318897417,-25.8575165393186,-12.7874439590683
-123.407660619843,131.728726678528,-9.4328333643568,-26.203067385562,-12.9544038605694
-123.849411079888,133.052832143075,-9.4249838425635,-26.2902715619809,-12.9650035797793
-123.294214976407,133.314100897655,-9.71501507845873,-26.1147172935529,-13.0173719222543
-122.727559717022,132.78984451511,-9.56833788290523,-25.9561225758607,-12.9439187329185
-122.98080706247,132.544618578794,-9.52914756971829,-25.9647169427876,-12.8909201368689
-123.471258935102,132.740570144729,-9.59520960349687,-26.0838348683953,-13.0612031935818
-123.501625698244,132.891831002643,-9.51235990632095,-26.0632656835501,-12.9644306219842
-123.498187951473,133.075177497085,-9.37908992317352,-26.0768447832947,-13.0129601472317
-123.41625498677,132.85573466155,-9.3544527379829,-26.0308935681252,-12.9063899973374
-123.09138791693,132.483312094715,-9.56719196731497,-25.9249536718055,-13.0363368252731
-123.271869622397,132.778385359207,-9.38585082515607,-25.9141247694776,-12.9537163112152
-123.594444861055,133.218416945868,-9.42727567374403,-26.014449679405,-13.0358211632575
-123.370418363159,132.946834950976,-9.26827988559522,-25.9611073086783,-12.99433901889
-123.039248757574,132.536597169662,-9.58397963071231,-25.8215920855639,-13.0032198647145
-123.072480309691,132.464977445271,-9.67359022987077,-25.8231390716108,-13.0984454502653
-123.239211028074,132.752029300631,-9.35112958277114,-25.830644818727,-13.0148509079557
-123.293069060816,133.061999467797,-9.17758066662601,-25.9212294461372,-13.0026469069194
-123.224887083196,132.991525658996,-9.59629822330762,-25.8862217248547,-13.0153092741918
-122.831838035736,132.549202241155,-9.89188714981561,-25.782287180818,-13.1068679298537
-122.911479169259,132.859172408321,-9.80233384643666,-25.7244184435097,-13.0946066330379
-123.521679221074,132.87808001556,-9.276072111609,-25.9044990785194,-13.0434415019327
-123.702733884335,132.571547595165,-9.175346131225,-25.970904886975,-13.0676203208872
-123.3068200479,132.391065889699,-9.42727567374403,-25.8582040886728,-13.0844652800641
-123.424276395901,133.044237776148,-9.26489943460395,-25.8599802578377,-12.9994956390462
-123.717630787008,133.189769056111,-9.35559865357316,-25.9726810561399,-13.1551109762037
-123.672940078988,132.939959457434,-9.37238631697049,-25.9631126609613,-13.0534682633475
-123.105138904014,132.549202241155,-9.38132445857453,-25.8376349038276,-13.106237676279
-123.241502859255,132.72280845308,-9.24473132021535,-25.8486929892736,-13.0067722030443
-123.176758628405,132.947980866566,-9.75752854685743,-25.8123101692828,-13.1828994292675
-123.052426786862,132.849432125803,-9.84261277943436,-25.7339868386884,-13.1931553738004
-123.399639210711,132.367574620098,-9.45414739433566,-25.9021499515593,-13.1464020177177
-123.41740090236,132.74744563827,-9.75305947605541,-25.826061156366,-13.1482927784416
-123.817325443361,133.262534696093,-9.46755460674172,-26.0056834251395,-13.239450363647
-123.153267358805,132.731402820007,-9.22685503700726,-25.8510994120132,-13.042352882122
-122.723549012456,132.291371233346,-9.59074053269485,-25.6677529175713,-13.1193584097875
-123.211709053908,132.733694651187,-9.49219179193235,-25.786641660061,-13.1077273665464
-123.544024575084,132.742861975909,-9.55378475490891,-25.883013161202,-13.1920667539896
-123.176758628405,132.744007891499,-9.91314388401496,-25.7635514609172,-13.2377887860411
